Senat;Entscheidungsdatum;Einspieldatum;Aktenzeichen;Link_Aktenzeichen;Zusatzinformationen;Unique_nr;Link_Zusatzinformationen
2. Strafsenat;10.10.2023;9.11.2023;2 StR 64/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=35&nr=135285&pos=1055&anz=1274&Blank=1.pdf;;135285;[]
4. Strafsenat;10.10.2023;31.10.2023;4 StR 308/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=35&nr=135226&pos=1056&anz=1274&Blank=1.pdf;;135226;[]
4. Strafsenat;10.10.2023;26.1.2024;4 StR 94/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=35&nr=136187&pos=1057&anz=1274&Blank=1.pdf;Leitsatzentscheidung;136187;[]
VI. Zivilsenat;10.10.2023;7.12.2023;VI ZR 257/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=35&nr=135659&pos=1058&anz=1274&Blank=1.pdf;Leitsatzentscheidung;135659;[]
VI. Zivilsenat;10.10.2023;23.11.2023;VI ZR 287/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=35&nr=135496&pos=1059&anz=1274&Blank=1.pdf;Leitsatzentscheidung;135496;[]
VI. Zivilsenat;10.10.2023;31.10.2023;VI ZR 476/18;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=35&nr=135230&pos=1060&anz=1274&Blank=1.pdf;"siehe auch: Pressemitteilung Nr. 95/20  vom 27.7.2020,
     Pressemitteilung Nr. 75/20  vom 10.6.2020,
     Pressemitteilung Nr. 64/23  vom 11.4.2023";135230;['https://juris.bundesgerichtshof.de/cgi-bin/rechtsprechung/document.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=35&nr=108495&linked=pm&Blank=1', 'https://juris.bundesgerichtshof.de/cgi-bin/rechtsprechung/document.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=35&nr=106710&linked=pm&Blank=1', 'https://juris.bundesgerichtshof.de/cgi-bin/rechtsprechung/document.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=35&nr=133222&linked=pm&Blank=1']
VIII. Zivilsenat;10.10.2023;22.11.2023;VIII ZA 8/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=35&nr=135489&pos=1061&anz=1274&Blank=1.pdf;;135489;[]
VIII. Zivilsenat;10.10.2023;5.12.2023;VIII ZB 29/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=35&nr=135632&pos=1062&anz=1274&Blank=1.pdf;Leitsatzentscheidung;135632;[]
VIII. Zivilsenat;10.10.2023;23.11.2023;VIII ZB 60/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=35&nr=135500&pos=1063&anz=1274&Blank=1.pdf;Leitsatzentscheidung;135500;[]
VIII. Zivilsenat;10.10.2023;5.12.2023;VIII ZR 233/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=35&nr=135634&pos=1064&anz=1274&Blank=1.pdf;;135634;[]
VIII. Zivilsenat;10.10.2023;28.12.2023;VIII ZR 45/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=35&nr=135832&pos=1065&anz=1274&Blank=1.pdf;;135832;[]
X. Zivilsenat;10.10.2023;27.10.2023;X ZR 107/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=35&nr=135198&pos=1066&anz=1274&Blank=1.pdf;;135198;[]
X. Zivilsenat;10.10.2023;21.11.2023;X ZR 123/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=35&nr=135468&pos=1067&anz=1274&Blank=1.pdf;Leitsatzentscheidung;135468;[]
XI. Zivilsenat;10.10.2023;13.11.2023;XI ZB 1/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=35&nr=135360&pos=1068&anz=1274&Blank=1.pdf;Leitsatzentscheidung;135360;[]
XIII. Zivilsenat;10.10.2023;8.11.2023;XIII ZB 53/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=35&nr=135280&pos=1069&anz=1274&Blank=1.pdf;;135280;[]
XIII. Zivilsenat;10.10.2023;8.11.2023;XIII ZB 66/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=35&nr=135281&pos=1070&anz=1274&Blank=1.pdf;;135281;[]
VIa. Zivilsenat;9.10.2023;15.11.2023;VIa ZR 26/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=35&nr=135381&pos=1071&anz=1274&Blank=1.pdf;Leitsatzentscheidung;135381;[]
VIa. Zivilsenat;9.10.2023;26.10.2023;VIa ZR 338/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=35&nr=135176&pos=1072&anz=1274&Blank=1.pdf;;135176;[]
VIa. Zivilsenat;9.10.2023;16.11.2023;VIa ZR 460/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=35&nr=135414&pos=1073&anz=1274&Blank=1.pdf;;135414;[]
VIa. Zivilsenat;9.10.2023;15.11.2023;VIa ZR 56/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=35&nr=135383&pos=1074&anz=1274&Blank=1.pdf;;135383;[]
VIa. Zivilsenat;9.10.2023;16.11.2023;VIa ZR 574/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=35&nr=135416&pos=1075&anz=1274&Blank=1.pdf;;135416;[]
VIa. Zivilsenat;9.10.2023;8.11.2023;VIa ZR 598/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=35&nr=135278&pos=1076&anz=1274&Blank=1.pdf;;135278;[]
VIa. Zivilsenat;9.10.2023;16.11.2023;VIa ZR 674/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=35&nr=135418&pos=1077&anz=1274&Blank=1.pdf;;135418;[]
VIa. Zivilsenat;9.10.2023;20.11.2023;VIa ZR 736/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=35&nr=135449&pos=1078&anz=1274&Blank=1.pdf;;135449;[]
VIa. Zivilsenat;9.10.2023;30.10.2023;VIa ZR 922/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=35&nr=135213&pos=1079&anz=1274&Blank=1.pdf;;135213;[]
1. Strafsenat;5.10.2023;29.11.2023;1 StR 328/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=36&nr=135559&pos=1080&anz=1274&Blank=1.pdf;;135559;[]
3. Strafsenat;5.10.2023;17.11.2023;3 StR 227/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=36&nr=135423&pos=1081&anz=1274&Blank=1.pdf;;135423;[]
3. Strafsenat;5.10.2023;8.11.2023;3 StR 233/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=36&nr=135264&pos=1082&anz=1274&Blank=1.pdf;;135264;[]
6. Strafsenat;5.10.2023;6.11.2023;6 StR 299/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=36&nr=135249&pos=1083&anz=1274&Blank=1.pdf;siehe auch: Pressemitteilung Nr. 166/23  vom 5.10.2023;135249;['https://juris.bundesgerichtshof.de/cgi-bin/rechtsprechung/document.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=36&nr=134951&linked=pm&Blank=1']
3. Strafsenat;5.10.2023;27.10.2023;AK 56/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=36&nr=135192&pos=1084&anz=1274&Blank=1.pdf;;135192;[]
3. Strafsenat;5.10.2023;25.10.2023;AK 57/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=36&nr=135164&pos=1085&anz=1274&Blank=1.pdf;;135164;[]
I. Zivilsenat;5.10.2023;3.11.2023;I ZB 48/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=36&nr=135242&pos=1086&anz=1274&Blank=1.pdf;;135242;[]
III. Zivilsenat;5.10.2023;23.11.2023;III ZR 216/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=36&nr=135493&pos=1087&anz=1274&Blank=1.pdf;"Anlagebedingungen, Transparenzkontrolle
Leitsatzentscheidung";135493;[]
Dienstgericht des Bundes;5.10.2023;7.11.2023;RiZ (R) 1/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=36&nr=135257&pos=1088&anz=1274&Blank=1.pdf;"Leitsatzentscheidung

siehe auch: Pressemitteilung Nr. 167/23  vom 5.10.2023,
     Pressemitteilung Nr. 112/23  vom 12.7.2023";135257;['https://juris.bundesgerichtshof.de/cgi-bin/rechtsprechung/document.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=36&nr=134953&linked=pm&Blank=1', 'https://juris.bundesgerichtshof.de/cgi-bin/rechtsprechung/document.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=36&nr=134068&linked=pm&Blank=1']
1. Strafsenat;4.10.2023;29.11.2023;1 StR 312/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=36&nr=135558&pos=1089&anz=1274&Blank=1.pdf;;135558;[]
1. Strafsenat;4.10.2023;13.12.2023;1 StR 335/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=36&nr=135724&pos=1090&anz=1274&Blank=1.pdf;siehe auch: Pressemitteilung Nr. 180/23  vom 26.10.2023;135724;['https://juris.bundesgerichtshof.de/cgi-bin/rechtsprechung/document.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=36&nr=135185&linked=pm&Blank=1']
3. Strafsenat;4.10.2023;10.11.2023;3 StR 287/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=36&nr=135346&pos=1091&anz=1274&Blank=1.pdf;;135346;[]
3. Strafsenat;4.10.2023;27.10.2023;3 StR 291/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=36&nr=135187&pos=1092&anz=1274&Blank=1.pdf;;135187;[]
3. Strafsenat;4.10.2023;10.11.2023;3 StR 292/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=36&nr=135347&pos=1093&anz=1274&Blank=1.pdf;;135347;[]
3. Strafsenat;4.10.2023;22.1.2024;3 StR 295/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=36&nr=136108&pos=1094&anz=1274&Blank=1.pdf;;136108;[]
3. Strafsenat;4.10.2023;5.12.2023;3 StR 328/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=36&nr=135624&pos=1095&anz=1274&Blank=1.pdf;;135624;[]
3. Strafsenat;4.10.2023;8.11.2023;3 StR 360/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=36&nr=135266&pos=1096&anz=1274&Blank=1.pdf;;135266;[]
6. Strafsenat;4.10.2023;28.11.2023;6 StR 258/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=36&nr=135544&pos=1097&anz=1274&Blank=1.pdf;Leitsatzentscheidung;135544;[]
6. Strafsenat;4.10.2023;27.10.2023;6 StR 387/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=36&nr=135191&pos=1098&anz=1274&Blank=1.pdf;;135191;[]
6. Strafsenat;4.10.2023;2.11.2023;6 StR 405/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=36&nr=135235&pos=1099&anz=1274&Blank=1.pdf;;135235;[]
III. Zivilsenat;28.9.2023;17.11.2023;III ZB 25/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=36&nr=135426&pos=1100&anz=1274&Blank=1.pdf;Leitsatzentscheidung;135426;[]
III. Zivilsenat;28.9.2023;13.11.2023;III ZB 93/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=36&nr=135356&pos=1101&anz=1274&Blank=1.pdf;Leitsatzentscheidung;135356;[]
IX. Zivilsenat;28.9.2023;14.12.2023;IX ZA 14/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=36&nr=135729&pos=1102&anz=1274&Blank=1.pdf;Leitsatzentscheidung;135729;[]
IX. Zivilsenat;28.9.2023;20.11.2023;IX ZB 60/20;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=36&nr=135437&pos=1103&anz=1274&Blank=1.pdf;;135437;[]
V. Zivilsenat;28.9.2023;19.12.2023;V ZB 16/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=36&nr=135779&pos=1104&anz=1274&Blank=1.pdf;Leitsatzentscheidung;135779;[]
V. Zivilsenat;28.9.2023;14.11.2023;V ZR 3/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=36&nr=135370&pos=1105&anz=1274&Blank=1.pdf;;135370;[]
V. Zivilsenat;28.9.2023;6.11.2023;V ZR 82/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=36&nr=135251&pos=1106&anz=1274&Blank=1.pdf;;135251;[]
2. Strafsenat;27.9.2023;14.11.2023;2 StR 163/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=36&nr=135361&pos=1107&anz=1274&Blank=1.pdf;;135361;[]
2. Strafsenat;27.9.2023;9.11.2023;2 StR 448/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=36&nr=135290&pos=1108&anz=1274&Blank=1.pdf;;135290;[]
2. Strafsenat;27.9.2023;22.11.2023;2 StR 46/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=36&nr=135482&pos=1109&anz=1274&Blank=1.pdf;;135482;[]
4. Strafsenat;27.9.2023;9.11.2023;4 StR 148/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=37&nr=135291&pos=1110&anz=1274&Blank=1.pdf;;135291;[]
4. Strafsenat;27.9.2023;27.10.2023;4 StR 211/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=37&nr=135189&pos=1111&anz=1274&Blank=1.pdf;;135189;[]
4. Strafsenat;27.9.2023;7.11.2023;4 StR 330/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=37&nr=135254&pos=1112&anz=1274&Blank=1.pdf;;135254;[]
5. Strafsenat;27.9.2023;15.12.2023;5 StR 120/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=37&nr=135744&pos=1113&anz=1274&Blank=1.pdf;;135744;[]
5. Strafsenat;27.9.2023;2.11.2023;5 StR 181/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=37&nr=135234&pos=1114&anz=1274&Blank=1.pdf;;135234;[]
5. Strafsenat;27.9.2023;6.2.2024;5 StR 320/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=37&nr=136310&pos=1115&anz=1274&Blank=1.pdf;;136310;[]
Senat für Anwaltssachen;27.9.2023;30.10.2023;AnwZ (Brfg) 18/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=37&nr=135204&pos=1116&anz=1274&Blank=1.pdf;;135204;[]
IV. Zivilsenat;27.9.2023;13.2.2024;IV ZR 123/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=37&nr=136420&pos=1117&anz=1274&Blank=1.pdf;;136420;[]
IV. Zivilsenat;27.9.2023;23.11.2023;IV ZR 163/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=37&nr=135495&pos=1118&anz=1274&Blank=1.pdf;;135495;[]
IV. Zivilsenat;27.9.2023;26.10.2023;IV ZR 176/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=37&nr=135172&pos=1119&anz=1274&Blank=1.pdf;;135172;[]
IV. Zivilsenat;27.9.2023;27.10.2023;IV ZR 464/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=37&nr=135194&pos=1120&anz=1274&Blank=1.pdf;Leitsatzentscheidung;135194;[]
V. Zivilsenat;27.9.2023;30.10.2023;V ZB 33/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=37&nr=135209&pos=1121&anz=1274&Blank=1.pdf;;135209;[]
VII. Zivilsenat;27.9.2023;25.10.2023;VII ZR 113/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=37&nr=135166&pos=1122&anz=1274&Blank=1.pdf;;135166;[]
VII. Zivilsenat;27.9.2023;21.2.2024;VII ZR 12/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=37&nr=136527&pos=1123&anz=1274&Blank=1.pdf;;136527;[]
VII. Zivilsenat;27.9.2023;21.2.2024;VII ZR 13/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=37&nr=136528&pos=1124&anz=1274&Blank=1.pdf;;136528;[]
VII. Zivilsenat;27.9.2023;3.11.2023;VII ZR 133/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=37&nr=135245&pos=1125&anz=1274&Blank=1.pdf;Leitsatzentscheidung;135245;[]
VII. Zivilsenat;27.9.2023;21.2.2024;VII ZR 14/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=37&nr=136529&pos=1126&anz=1274&Blank=1.pdf;;136529;[]
VII. Zivilsenat;27.9.2023;21.2.2024;VII ZR 15/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=37&nr=136530&pos=1127&anz=1274&Blank=1.pdf;;136530;[]
VII. Zivilsenat;27.9.2023;25.10.2023;VII ZR 212/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=37&nr=135167&pos=1128&anz=1274&Blank=1.pdf;;135167;[]
VIII. Zivilsenat;27.9.2023;9.11.2023;VIII ZB 90/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=37&nr=135306&pos=1129&anz=1274&Blank=1.pdf;;135306;[]
VIII. Zivilsenat;27.9.2023;27.10.2023;VIII ZR 117/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=37&nr=135197&pos=1130&anz=1274&Blank=1.pdf;Leitsatzentscheidung;135197;[]
VIII. Zivilsenat;27.9.2023;16.11.2023;VIII ZR 164/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=37&nr=135419&pos=1131&anz=1274&Blank=1.pdf;;135419;[]
VIII. Zivilsenat;27.9.2023;14.11.2023;VIII ZR 249/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=37&nr=135371&pos=1132&anz=1274&Blank=1.pdf;"Leitsatzentscheidung

siehe auch: Pressemitteilung Nr. 163/23  vom 27.9.2023,
     Pressemitteilung Nr. 83/23  vom 22.5.2023";135371;['https://juris.bundesgerichtshof.de/cgi-bin/rechtsprechung/document.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=37&nr=134874&linked=pm&Blank=1', 'https://juris.bundesgerichtshof.de/cgi-bin/rechtsprechung/document.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=37&nr=133624&linked=pm&Blank=1']
VIII. Zivilsenat;27.9.2023;9.11.2023;VIII ZR 263/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=37&nr=135307&pos=1133&anz=1274&Blank=1.pdf;"Leitsatzentscheidung

siehe auch: Pressemitteilung Nr. 163/23  vom 27.9.2023,
     Pressemitteilung Nr. 83/23  vom 22.5.2023";135307;['https://juris.bundesgerichtshof.de/cgi-bin/rechtsprechung/document.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=37&nr=134874&linked=pm&Blank=1', 'https://juris.bundesgerichtshof.de/cgi-bin/rechtsprechung/document.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=37&nr=133624&linked=pm&Blank=1']
VIII. Zivilsenat;27.9.2023;21.11.2023;VIII ZR 88/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=37&nr=135467&pos=1134&anz=1274&Blank=1.pdf;Leitsatzentscheidung;135467;[]
2. Strafsenat;26.9.2023;9.1.2024;2 StR 206/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=37&nr=135962&pos=1135&anz=1274&Blank=1.pdf;;135962;[]
2. Strafsenat;26.9.2023;14.11.2023;2 StR 299/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=37&nr=135362&pos=1136&anz=1274&Blank=1.pdf;;135362;[]
2. Strafsenat;26.9.2023;16.11.2023;2 StR 336/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=37&nr=135397&pos=1137&anz=1274&Blank=1.pdf;;135397;[]
4. Strafsenat;26.9.2023;31.10.2023;4 StR 146/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=37&nr=135224&pos=1138&anz=1274&Blank=1.pdf;;135224;[]
5. Strafsenat;26.9.2023;25.10.2023;5 StR 405/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=37&nr=135160&pos=1139&anz=1274&Blank=1.pdf;;135160;[]
Kartellsenat;26.9.2023;27.10.2023;EnVR 37/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=38&nr=135200&pos=1140&anz=1274&Blank=1.pdf;;135200;[]
Kartellsenat;26.9.2023;27.10.2023;EnVR 43/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=38&nr=135201&pos=1141&anz=1274&Blank=1.pdf;"Effizienzvergleich II
Leitsatzentscheidung";135201;[]
Kartellsenat;26.9.2023;27.10.2023;EnVR 44/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=38&nr=135202&pos=1142&anz=1274&Blank=1.pdf;;135202;[]
II. Zivilsenat;26.9.2023;9.11.2023;II ZA 1/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=38&nr=135293&pos=1143&anz=1274&Blank=1.pdf;;135293;[]
Kartellsenat;26.9.2023;30.11.2023;KZR 73/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=38&nr=135580&pos=1144&anz=1274&Blank=1.pdf;"Die Freien Brauer
Leitsatzentscheidung";135580;[]
VI. Zivilsenat;26.9.2023;9.11.2023;VI ZB 79/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=38&nr=135297&pos=1145&anz=1274&Blank=1.pdf;Leitsatzentscheidung;135297;[]
VI. Zivilsenat;26.9.2023;3.11.2023;VI ZR 269/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=38&nr=135244&pos=1146&anz=1274&Blank=1.pdf;;135244;[]
VI. Zivilsenat;26.9.2023;3.11.2023;VI ZR 97/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=38&nr=135243&pos=1147&anz=1274&Blank=1.pdf;"Leitsatzentscheidung

siehe auch: Pressemitteilung Nr. 162/23  vom 26.9.2023";135243;['https://juris.bundesgerichtshof.de/cgi-bin/rechtsprechung/document.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=38&nr=134864&linked=pm&Blank=1']
X. Zivilsenat;26.9.2023;24.11.2023;X ZR 76/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=38&nr=135521&pos=1148&anz=1274&Blank=1.pdf;"Farb- und Helligkeitseinstellung
Leitsatzentscheidung";135521;[]
XI. Zivilsenat;26.9.2023;30.10.2023;XI ZR 311/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=38&nr=135218&pos=1149&anz=1274&Blank=1.pdf;;135218;[]
XIII. Zivilsenat;26.9.2023;15.11.2023;XIII ZB 65/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=38&nr=135392&pos=1150&anz=1274&Blank=1.pdf;Leitsatzentscheidung;135392;[]
VIa. Zivilsenat;25.9.2023;27.10.2023;VIa ZR 1/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=38&nr=135195&pos=1151&anz=1274&Blank=1.pdf;Leitsatzentscheidung;135195;[]
VIa. Zivilsenat;25.9.2023;9.11.2023;VIa ZR 1631/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=38&nr=135301&pos=1152&anz=1274&Blank=1.pdf;;135301;[]
VIa. Zivilsenat;25.9.2023;15.11.2023;VIa ZR 1643/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=38&nr=135386&pos=1153&anz=1274&Blank=1.pdf;;135386;[]
V. Zivilsenat;22.9.2023;30.10.2023;V ZR 254/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=38&nr=135210&pos=1154&anz=1274&Blank=1.pdf;Leitsatzentscheidung;135210;[]
